Depth Of Objectoin,Left Eye Rotation, , , Right Eye Rotation, , , Left Eye Rotational Correction, , , Right Eye Rotational Correctoin, , 
4.16434, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.161374, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.161374, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.161374, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.161185, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.161185, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.161185, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.161185, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.162002, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.162002, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.162002, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.165371, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.165371, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.165371, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.165371, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.16661, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.16661, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.16661, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.167913, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.167913, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.167913, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.167913, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.168055, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.168055, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.168055, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.7)
4.167018, (346.6, 11.7, 0.0), (347.2, 9.7, 0.0), (0.0, 0.0, 0.0), (-0.6, 1.1, 352.8)
4.24211, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.240838, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.240838, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.240838, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.239467, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.239467, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.239467, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.239467, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.237144, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.237144, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.237144, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.235675, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.235675, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.235675, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.235675, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.6)
4.233685, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.233685, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.233685, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.230458, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.230458, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.230458, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.230458, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.22728, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.22728, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.22728, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.225699, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.225699, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.225699, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.225699, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.225153, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.225153, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.225153, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.7)
4.227004, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
4.227004, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
4.227004, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
4.227004, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
4.229019, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
4.229019, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
4.229019, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
4.230879, (346.2, 12.0, 0.0), (347.2, 9.6, 0.0), (0.0, 0.0, 0.0), (-1.0, 1.5, 352.8)
6.007138, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.011929, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.011929, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.011929, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.010855, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.010855, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.010855, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.010855, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.008639, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.008639, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.008639, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.005733, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.005733, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.005733, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.005733, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.004138, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.004138, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
6.004138, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 350.0)
5.997569, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 349.9)
5.997569, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 349.9)
5.997569, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 349.9)
5.997569, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 349.9)
5.993622, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 349.9)
5.993622, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 349.9)
5.993622, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.3, 1.8, 349.9)
5.983068, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.983068, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.983068, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.983068, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.969316, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.969316, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.969316, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.96071, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.96071, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.96071, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.96071, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
1.341821, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.4, -0.4, 351.2)
1.341821, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.4, -0.4, 351.2)
1.341821, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.4, -0.4, 351.2)
1.340842, (340.3, 16.9, 0.0), (340.5, 14.5, 0.0), (0.0, 0.0, 0.0), (-0.4, -0.4, 351.3)
5.776217, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.777202, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.777202, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.777202, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.77561, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.77561, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.77561, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.77561, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.77381, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.77381, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.77381, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.775414, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.775414, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.775414, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.775414, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.774988, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.774988, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.774988, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.774136, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.774136, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.774136, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.774136, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.772684, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.772684, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.772684, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771899, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771899, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771899, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771899, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.769256, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.769256, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.769256, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771983, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771983, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771983, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771983, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771304, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771304, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771304, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.771461, (340.7, 16.2, 0.0), (340.1, 13.9, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.857564, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.854757, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.854757, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.854757, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.85155, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.85155, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.85155, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.85155, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.848156, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.848156, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.848156, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.847541, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.847541, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.847541, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.847541, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.844631, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.844631, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.844631, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.843756, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.843756, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.843756, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.843756, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.84165, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.84165, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.84165, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.840818, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.840818, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.840818, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.840818, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.838421, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.838421, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.838421, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.837553, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.837553, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.837553, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.837553, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.835403, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.835403, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.835403, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
5.833747, (340.4, 16.3, 0.0), (339.8, 14.6, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
