Depth Of Objectoin,Left Eye Rotation, , , Right Eye Rotation, , , Left Eye Rotational Correction, , , Right Eye Rotational Correctoin, , 
4.206573, (342.2, 19.4, 0.0), (348.2, 22.9, 0.0), (0.0, 0.0, 0.0), (-6.1, -4.3, 349.6)
4.206573, (342.2, 19.4, 0.0), (348.2, 22.9, 0.0), (0.0, 0.0, 0.0), (-6.1, -4.3, 349.6)
4.230413, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 349.9)
4.229592, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.1)
4.229592, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.1)
4.229592, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.1)
4.229401, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.2)
4.229401, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.2)
4.229401, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.2)
4.229401, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.2)
4.227254, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.3)
4.225427, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.4)
4.225427, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.4)
4.225427, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.4)
4.225427, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.6, 350.4)
4.684565, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
4.684565, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
4.684565, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (0.0, 0.0, 0.0)
4.6663, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.6663, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.6663, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.6663, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.646639, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.646639, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.646639, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.617645, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.617645, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.617645, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.617645, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.5)
4.607417, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.607417, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.607417, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.607293, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.607293, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.607293, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.607293, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.604911, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.604911, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.604911, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.596278, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.596278, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.596278, (342.9, 18.8, 0.0), (348.7, 23.5, 0.0), (0.0, 0.0, 0.0), (-5.8, -5.5, 350.6)
4.743406, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.725024, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.725024, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.725024, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.702097, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.702097, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.704604, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.704604, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.704604, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.699533, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.699533, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.699533, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.699533, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.4)
4.72239, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.72239, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.72239, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.741544, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.741544, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.741544, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.741544, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.732547, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.732547, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.732547, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.5)
4.74239, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.3)
4.74239, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.3)
4.74239, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.3)
4.74239, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.3)
4.719981, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.719981, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.719981, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.73703, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.73703, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.73703, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.73703, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.743374, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.743374, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.743374, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.737625, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.737625, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.737625, (342.6, 20.5, 0.0), (349.7, 27.3, 0.0), (0.0, 0.0, 0.0), (-7.2, -7.5, 349.2)
4.389236, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.4)
4.39128, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.4)
4.39128, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.4)
4.392128, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.4)
4.392128, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.4)
4.392128, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.4)
4.390422, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.3)
4.390422, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.3)
4.390422, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.3)
4.390422, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.3)
4.358113, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.3)
4.358113, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.3)
4.358113, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.3)
4.346876, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.2)
4.346876, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.2)
4.346876, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.2)
4.346876, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.2)
4.292459, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.0)
4.292459, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.0)
4.292459, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.0)
4.254301, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.0)
4.254301, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.0)
4.254301, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.0)
4.254301, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 348.0)
4.233497, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.9)
4.233497, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.9)
4.233497, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.9)
4.206941, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.206941, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.206941, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.206941, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.196372, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.196372, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.196372, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.175195, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.175195, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.150757, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.150757, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.150757, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
4.139562, (344.4, 21.6, 0.0), (352.2, 30.4, 0.0), (0.0, 0.0, 0.0), (-7.8, -9.6, 347.8)
1.15207, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.6)
1.15207, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.6)
1.15207, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.6)
1.149869, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.7)
1.149869, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.7)
1.149869, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.7)
1.149189, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.8)
1.149189, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.8)
1.149189, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.8)
1.149189, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.8)
1.14221, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.9)
1.14221, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.9)
1.14221, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 350.9)
1.138068, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.0)
1.138068, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.0)
1.138068, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.0)
1.138068, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.0)
1.137044, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.1)
1.137044, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.1)
1.137044, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.1)
1.137632, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.1)
1.137632, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.1)
1.137632, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.1)
1.137632, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.1)
1.141673, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.2)
1.141673, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.2)
1.141673, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.2)
1.142317, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.3)
1.142317, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.3)
1.140247, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.4)
1.140247, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.4)
1.140247, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.4)
1.140247, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.4)
1.143231, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.5)
1.143231, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.5)
1.143231, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.5)
1.144171, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.6)
1.144171, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.6)
1.144171, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.6)
1.144171, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.6)
1.142759, (343.8, 19.8, 0.0), (351.7, 29.5, 0.0), (0.0, 0.0, 0.0), (-8.2, -12.9, 351.8)
1.164082, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 351.7)
1.164082, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 351.7)
1.163028, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 351.8)
1.163028, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 351.8)
1.163028, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 351.8)
1.163028, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 351.8)
1.159879, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.0)
1.159879, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.0)
1.159879, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.0)
1.156071, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.1)
1.156071, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.1)
1.156071, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.1)
1.156071, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.1)
1.157248, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.2)
1.157248, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.2)
1.157248, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.2)
1.15602, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.3)
1.15602, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.3)
1.15602, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.3)
1.15602, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.1, 352.3)
1.152745, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.4)
1.152745, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.4)
1.152745, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.4)
1.151558, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.5)
1.151558, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.5)
1.14467, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.6)
1.14467, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.6)
1.14467, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.6)
1.14467, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.6)
1.139334, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.7)
1.139334, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.7)
1.139334, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.7)
1.131966, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.8)
1.131966, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.8)
1.131966, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.8)
1.131966, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.8)
1.125747, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.8)
1.125747, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.8)
1.125747, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.2, 352.8)
1.116341, (345.0, 19.7, 0.0), (352.2, 29.8, 0.0), (0.0, 0.0, 0.0), (-7.5, -13.3, 352.9)
3.901156, (347.0, 25.0, 0.0), (354.7, 35.1, 0.0), (0.0, 0.0, 0.0), (-7.8, -11.0, 347.7)
3.901156, (347.0, 25.0, 0.0), (354.7, 35.1, 0.0), (0.0, 0.0, 0.0), (-7.8, -11.0, 347.7)
3.901156, (347.0, 25.0, 0.0), (354.7, 35.1, 0.0), (0.0, 0.0, 0.0), (-7.8, -11.0, 347.7)
3.89039, (347.0, 25.0, 0.0), (354.7, 35.1, 0.0), (0.0, 0.0, 0.0), (-7.8, -11.0, 347.7)
