Depth Of Objectoin,Left Eye Rotation, , , Right Eye Rotation, , , Left Eye Rotational Correction, , , Right Eye Rotational Correctoin, , 
2.439253, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.439253, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.439253, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.439979, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.439979, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.440585, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.440585, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.440585, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.440585, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.44098, (6.4, 24.8, 0.0), (359.2, 13.5, 0.0), (0.0, 0.0, 0.0), (-352.7, 10.0, 343.0)
2.443794, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443794, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443586, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.5)
2.443586, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.5)
2.443586, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.5)
2.44352, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.44352, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.44352, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.44352, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443801, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443801, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443801, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443413, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443413, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443413, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443413, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443245, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443245, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.443245, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.442961, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.442961, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.442961, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.442961, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.44231, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.44231, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.44231, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.442549, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.442549, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.442549, (6.1, 24.1, 0.0), (358.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.3, 9.7, 343.6)
2.508766, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.2)
2.509387, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.2)
2.509387, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.2)
2.509387, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.2)
2.510218, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.510218, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.510218, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.511483, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.511483, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.511483, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.511483, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.512456, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.512456, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.512456, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.1)
2.512618, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.512618, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.512618, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.512618, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.513818, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.514876, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.514876, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.514876, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.514876, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.514261, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.514261, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.514261, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.513923, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.513923, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.513923, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.513923, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 344.0)
2.513934, (4.7, 23.6, 0.0), (357.5, 13.0, 0.0), (0.0, 0.0, 0.0), (-352.8, 9.3, 343.9)
1.68024, (345.6, 18.4, 0.0), (343.5, 12.1, 0.0), (0.0, 0.0, 0.0), (1.9, 4.2, 350.4)
1.68024, (345.6, 18.4, 0.0), (343.5, 12.1, 0.0), (0.0, 0.0, 0.0), (1.9, 4.2, 350.4)
1.680082, (345.6, 18.4, 0.0), (343.5, 12.1, 0.0), (0.0, 0.0, 0.0), (1.9, 4.2, 350.4)
1.680082, (345.6, 18.4, 0.0), (343.5, 12.1, 0.0), (0.0, 0.0, 0.0), (1.9, 4.2, 350.4)
1.680082, (345.6, 18.4, 0.0), (343.5, 12.1, 0.0), (0.0, 0.0, 0.0), (1.9, 4.2, 350.4)
1.680082, (345.6, 18.4, 0.0), (343.5, 12.1, 0.0), (0.0, 0.0, 0.0), (1.9, 4.2, 350.4)
