Depth,Target X,Target Y,Ofsset X, Offset Y
1.3,0.2414592,0.3375429,0.007178981,0.006381312
1.3,-0.2057682,-0.0496254,0.03190658,-0.005583651
1.3,-0.1857295,0.1443453,0.02392993,-1.28E-09
1.3,-0.4890614,0.2082865,0.01435796,0.01435795
1.3,-0.1749134,0.3625787,0.0223346,0.006381313
1.3,0.1798116,0.1992541,0.03110891,-5.82E-10
1.3,-0.2735928,-0.3101103,0.02871592,-0.00398832
1.3,0.353369,0.1904412,0.02712059,-0.00398832
1.3,0.03955746,-0.2531446,0.02712059,-0.00398832
1.3,-0.300381,0.1806677,0.0335019,0.003988322
1.3,0,0,0.04326434,-0.001716841
1.3,0.181478,-1.001149,0.05253526,-0.007554102
1.3,-0.05393124,0.2463431,0.03193321,0.004463787
1.3,0.2232372,-0.639637,0.02781281,0.00583726
1.3,-0.2894292,0.1951656,0.03605362,0.008927575
1.3,-0.3118367,-0.1876092,0.02128882,0.006523997
1.3,0.1780336,-0.2497468,0.008240839,-0.001716841
1.3,0.2752185,0.1815584,0.007554103,-0.001716841
1.3,-0.2975859,0.9421519,0.01236126,0.005150523
1.3,-0.2577197,-0.2365364,-0.01167452,0.005150523
1.3,-0.5517564,-0.2133736,0.002746945,0.006867365
1.3,0.6346645,-0.2022694,-0.013048,0.006523997
1.3,0.9455572,0.1817202,0.003433681,0.00789747
1.3,0.1769173,-0.3314161,0.01476484,0.00789747
1.3,0.4105258,-0.1957565,0.007210733,0.008584207
1.3,-0.3469956,0.8192974,0.04017403,0.008584207
1.3,-0.3107877,-0.6415625,0.04532455,-0.00995768
1.3,0.2650081,0.3428261,0.03021638,0.004463785
1.3,0.2402711,-0.3361621,0.01373473,0.007554101
1.3,-0.829596,-0.5081587,0.01682505,0.01339137
1.3,0.306393,0.624413,0.03158985,0.004807155
1.3,-0.2280853,-0.9690709,0.04223424,-0.006180629
1.3,-0.8185081,0.3741803,0.04223424,0.01476484
1.3,0.2868195,-0.05797386,0.004807159,0.01030105
1.3,0,0,0.04557298,-0.009648753
1.3,0.4030058,0.3074255,0.030598,-0.001773796
1.3,-0.1992851,-0.4272994,0.02572005,-0.000886898
1.3,-0.1223103,0.3584745,0.02039866,2.91E-10
1.3,0.2785866,0.4756639,0.01152968,0.001773797
1.3,0.5547028,0.8251638,-0.02084211,0.001773797
1.3,-0.1640333,-0.06181037,0.01685107,0.001330347
1.3,-0.8512852,-0.4450947,0.009312432,0.01906832
1.3,-0.8672848,0.5387712,0.03015455,0.01374692
1.3,-0.1238085,-0.9111292,0.05277037,-2.91E-10
1.3,-0.01744878,-0.5953512,0.03991039,0.004434491
1.3,-0.9068151,0.3691823,0.02660695,0.006208288
1.3,-0.1866723,0.6703568,0.04301453,0.005764838
1.3,0.683845,0.2083725,0.01374692,0.000886898
1.3,-0.2194182,0.3926727,-0.002217245,0.000886898
1.3,-0.7367933,-0.2386779,-0.003991041,0.003104143
1.3,0.2550878,0.4734053,0.007095186,-0.002660695
1.3,0,0,0.03774893,-0.001549925
1.3,0.4681906,0.3097978,0.00684227,0.000864655
1.3,0.205971,-0.06120294,0.006359354,-0.001067009
1.3,-0.2027827,-0.1214647,0.01843226,-0.004447422
1.3,0.254524,0.1937386,-0.0042648,-0.004447422
1.3,-0.421247,0.3796437,0.01263726,-0.000584093
1.3,-0.4785708,-0.2757332,-0.002333135,-0.000584093
1.3,-0.1550462,-0.470311,0.02422726,-0.005413254
1.3,0.0981552,-0.2563452,0.008773933,-0.004930338
1.3,0.4610583,-0.402851,-0.003298968,-0.004930338
1.3,-0.3206055,-0.1722261,0.02084684,-0.004930338
1.3,-0.006752551,-0.3501762,0.01360309,-0.004930338
1.3,0.3577396,0.2874709,0.02567601,-0.003481593
1.3,-0.4251649,-0.3926282,0.0367831,-0.002998677
1.3,0.2740012,0.01664549,0.02229559,0.000381736
1.3,0.2235386,0.0637998,0.02229559,0.000381736
1.3,0.4263368,0.2771373,0.01263726,0.000381736
1.3,0.05952042,-0.4215099,0.005393522,0.002796317
1.3,-0.4416723,-0.0869115,0.005393522,0.002796317
1.3,-0.2486325,0.3262111,0.005393522,0.002796317
1.3,0.07237214,0.2945822,0.0227785,-0.003964509
1.3,-0.02591914,-0.3488933,0.0323554,0
1.3,-0.3424029,0.4820437,0.02559456,0
1.3,0.07548565,-0.1250966,0.02269706,0.001448748
1.3,0.4579754,0.2273893,0.02124831,0.00241458
1.3,0.0285942,0.356988,0.02269706,0.00241458
1.3,-0.3998237,-0.2543366,0.03670165,-0.001931664
1.3,0.2779078,0.3701247,0.01979956,-0.001448748
1.3,0.4965557,0.3460233,0.01835081,-0.001448748
1.3,-0.4930184,0.4574432,0.03283831,-0.001448748
1.3,0.3091234,0.2351836,0.02269706,-0.00241458
1.3,-0.4414577,-0.1366084,-0.001448749,0.003380414
1.3,0.03361124,-0.08918494,0.02173123,-0.006760824
7.001083,-0.033,0,-0.000131422,-0.01192654
7.001083,-0.003767014,-0.2036541,0.001379933,-0.01126944
7.001083,-0.3642431,-0.4816051,0.001248511,-0.01087517
7.001083,0.9765393,0.1835181,0.004271229,-0.01820188
7.001083,-0.2310178,0.3410203,0.01015236,-0.01856329
7.001083,-0.2790695,-0.1976686,0.01425926,-0.01803761
7.001083,-0.06579256,-0.3444644,0.01274792,-0.01803761
7.001083,0.1985176,0.6062131,0.007129672,-0.009363835
7.001083,1.049088,0.9927641,0.004041239,-0.0101195
7.001083,0.6308379,0.1905815,0.005914012,-0.0101195
7.001083,-0.2970242,0.2419731,0.009856663,-0.0101195
7.001083,-0.462811,0.2648687,0.01179512,-0.01090803
7.001083,0.03739405,0.0462718,0.01439068,-0.01090803
7.001083,0.8231369,-0.9600515,0.01876042,-0.009823808
7.001083,0.2215674,0.2816479,0.01912183,-0.009823808
7.001083,0.7555231,-0.9051313,0.01912183,-0.009823808
7.001083,-1.110523,0.1719893,0.02414867,-0.01557347
7.001083,-1.129152,0.3158017,0.02414867,-0.01557347
3.046339,-0.9255505,-0.2381936,0.03430908,-0.003749629
3.046339,0.2029213,-0.7537885,0.04012104,-0.00262474
3.046339,0.2972262,0.1716866,0.03074692,-0.009936517
3.046339,-0.2091347,0.3435507,0.04030853,-0.01687334
3.046339,-0.1772761,0.2728384,0.03880867,-0.01443608
3.046339,-0.2682835,-0.2663378,0.04762036,-0.009936516
3.046339,0.1056995,-0.8416095,0.04443315,-0.010124
3.046339,0.3242335,-0.282634,0.0438707,-0.010124
3.046339,0.1813136,-0.1980856,0.0438707,-0.010124
3.046339,-0.1986574,0.260119,0.04199588,-0.01068644
3.046339,0.216684,-0.2013437,0.04199588,-0.01068644
3.046339,0.1789359,0.3101203,0.04199588,-0.01068644
3.046339,-0.09554148,0.2131692,0.04199588,-0.01068644
3.046339,-0.1999661,-0.2629876,0.04199588,-0.01068644
3.046339,0.7336717,-0.6420946,0.02437257,-0.006186885
3.046339,-0.280351,0.7710971,0.04443315,-0.00543696
3.046339,0.3261094,0.3409684,0.03280922,-0.009186589
3.046339,-0.169401,-0.18398,0.04274581,-0.008436662
3.046339,0.5985966,0.6753297,0.03599643,-0.007686736
3.046339,-0.06603146,0.8556546,0.04368322,-0.007686736
3.046339,-0.3938459,-0.5573206,0.04274581,-0.007686736
3.046339,-0.2926277,0.4219956,0.04649546,-0.009186589
3.046339,-0.2589089,0.1965583,0.04649546,-0.009186589
3.046339,0.2316156,0.3555199,0.03693384,-0.01293622
3.046339,-0.2105087,0.3000865,0.04143343,-0.01293622
3.046339,0.1861127,0.3211333,0.0395586,-0.02774722
3.046339,-0.358171,0.1863589,0.0481828,-0.02456005
3.046339,0.2038713,0.3948288,0.04574553,-0.02324768
3.046339,0.1958355,-0.2852141,0.0438707,-0.02081043
3.046339,-0.2276916,-0.1933535,0.05774442,-0.02024799
3.046339,-0.1668332,-0.1708127,0.05868183,-0.01874814
3.046339,0.722455,-1.20827,0.02830967,-0.01743578
3.046339,0.2514111,-0.224326,0.03018448,-0.01537349
3.046339,-0.2428699,0.1730092,0.03824622,-0.01106141
3.046339,1.08679,-0.6493931,0.01049897,-0.01199882
3.046339,0.5312953,-0.2218204,0.01406112,-0.007874217
3.046339,0.333368,0.1683915,0.02081044,-0.008999107
3.046339,-0.3588569,0.176233,0.04705791,-0.0142486
3.046339,-0.1875963,1.145038,0.05830687,-0.0142486
3.046339,0.002033234,0.2379788,0.03974608,-0.01387363
3.046339,-0.2405407,0.3495163,0.0536198,-0.02099791
3.046339,0.2039372,-0.2701054,0.04030853,-0.01893562
3.046339,0.3059776,0.1785237,0.04330825,-0.01593593
3.046339,0.2916276,0.1777418,0.04330825,-0.01593593
3.046339,-0.2051057,0.8369199,0.03768377,-0.01462356
3.046339,-0.1956738,0.621491,0.03599643,-0.01593593
3.046339,0.3933415,-0.3353014,0.03243426,-0.01518601
3.046339,0.9916819,-0.199223,0.01856067,-0.01331119
0.1701531,-0.033,0,0.04870122,-0.002370956
0.3513549,-0.172788,0.1185427,0.03694995,0.003889472
0.3513549,0.1856055,-0.1592242,-0.001944735,0.01750261
0.3513549,0.2201353,0.1177451,-0.003889469,0.01166841
0.3513549,-0.201896,-0.1203857,0.01750261,0.01166841
0.3513549,0.1205191,-0.2823162,0.02139207,0.01166841
0.3513549,0.2031742,-0.2661521,0.01361314,0.01166841
0.3513549,0.1428302,0.1324213,0.03694995,-0.005834199
0.3513549,-0.2514136,-0.2118707,-0.003889465,-0.003889466
0.3513549,0.1342778,-0.3256686,0.02528154,-0.003889466
0.3513549,-0.1175564,-0.1851643,-0.009723669,-0.003889466
0.3513549,0.278626,-0.005493641,-0.005834202,-0.0058342
0.3513549,0.1252578,-0.02705908,0.003889469,-0.009723669
0.3513549,-0.1217455,0.1257035,-0.02917101,2.33E-09
0.3513549,0.1839036,-0.2110615,-0.007778937,-0.007778935
0.3513549,-0.1518622,0.1412057,-0.02528154,-0.001944731
0.3513549,0.2318978,0.1311563,0.01750261,-0.007778935
0.3513549,-0.2663372,-0.1340938,-0.01361314,0.005834205
0.3513549,-0.2066815,0.2652979,0.03500522,0.007778937
0.3513549,0.1285773,-0.1809171,1.40E-09,-0.005834202
0.3513549,0.1320139,0.2587337,-0.001944734,-0.005834202
0.3513549,0.187844,-0.1644018,-0.001944734,-0.005834202
0.3513549,-0.1299837,0.147907,0.001944735,0.007778937
0.3513549,-0.3907166,0.2033565,0.001944735,0.007778937
0.3513549,-0.1836025,0.1755533,0.001944735,0.007778937
0.3513549,0.2396836,-0.125859,-0.007778937,0.003889469
0.3513549,-0.1447012,0.2450557,-0.007778937,0.003889469
0.3513549,-0.1211753,0.1650263,-0.007778937,0.003889469
0.3513549,-0.1391787,-0.2604246,0.007778938,-0.0116684
0.3513549,0.2217947,0.1689239,-0.01555787,-0.02528154
0.3513549,0.2181368,0.207108,0.01944734,-0.009723671
0.3513549,-0.1538697,-0.1920135,0.005834204,-0.009723671
0.3513549,0.1480646,0.2693319,0.005834204,-0.009723671
0.8030763,-0.2657323,0.2099488,0.01944734,0.005834204
0.6434312,0.2720517,0.4930948,0.01361314,-0.007778937
0.6434312,0.4429918,-0.2537424,-0.001944734,0.007778937
0.6434312,-0.3517649,0.2383311,0.04472889,0.01166841
0.6434312,-0.266347,0.09593821,0.04083942,0.009723673
0.6434312,0.1408286,0.4581666,0.04667363,0.001944736
0.6434312,-0.4166369,0.2323026,0.0505631,0.001944736
0.6434312,-0.4544699,-0.2300967,0.04083942,0.01750261
0.6434312,-0.2226225,-0.2815824,0.04861836,0.01944734
0.6434312,-0.2667456,0.3639879,0.04667363,0.007778939
0.6434312,-0.338819,0.2680689,0.04667363,0.007778939
0.6434312,0.3228945,0.3214531,0.04083942,0.007778939
0.6434312,0.2472689,0.463106,0.04083942,0.007778939
0.6434312,-0.3271111,-0.2285164,0.04083942,0.007778939
0.6434312,-0.2461737,-0.2260453,0.04083942,0.007778939
0.6434312,0.2217115,0.367601,0.0505631,0.01361314
0.6434312,0.2233124,0.2468468,0.0505631,0.01361314
0.6434312,-0.187036,-0.3041614,0.0505631,0.01361314
0.6434312,-0.2376417,-0.5405878,0.0505631,0.01361314
0.6434312,-0.6099719,-0.2973455,0.0505631,0.01361314
0.6434312,0.4725327,-0.4446807,0.0505631,0.01361314
0.6434312,-0.3510571,0.4293364,0.0505631,0.01361314
0.6434312,-0.3904063,0.2183048,0.04861836,0.02528154
0.6434312,-0.2681813,-0.4631829,0.04861836,0.02528154
6.167243,0.336692,0.9551353,0.002798767,-0.009095995
6.167243,1.743915,-1.024047,-3.49E-10,-0.01189476
6.167243,0.4540205,-0.5418787,-3.49E-10,-0.01189476
6.167243,1.070763,-1.861389,-3.49E-10,-0.01189476
6.167243,-0.2751136,-1.663515,-3.49E-10,-0.01189476
6.167243,0.7697788,-2.0256,-3.49E-10,-0.01189476
6.167243,-1.086391,-2.52118,0.01049538,-0.02308982
6.167243,0.7635854,0.4655519,0.01049538,-0.02308982
6.167243,1.352004,2.470473,0.01049538,-0.02308982
6.167243,1.216892,0.2082391,0.01049538,-0.02308982
6.167243,-2.66227,-1.155077,0.01049538,-0.02308982
6.167243,1.595245,0.8730782,0.001399383,-0.0251889
6.167243,-0.7485013,2.80536,0.02448921,-0.01959137
6.167243,2.331387,2.255231,0.01189476,-0.02169044
6.167243,-2.997684,1.378264,0.01189476,-0.02169044
6.167243,1.266657,-2.808894,0.01539322,-0.02448921
6.167243,-0.9467702,-2.997,0.01539322,-0.02448921
6.167243,-1.549071,1.333906,0.01539322,-0.02448921
6.167243,2.367395,-2.270855,0.01539322,-0.02448921
6.167243,0.7630883,-2.718856,0.01539322,-0.02448921
6.167243,0.3998361,-1.890683,0.01539322,-0.02448921
6.167243,0.1812754,-2.920763,0.01539322,-0.02448921
6.167243,-1.980052,1.892871,0.01539322,-0.02448921
6.167243,2.954537,2.287383,0.01539322,-0.02448921
6.167243,-0.08503723,0.302774,0.01539322,-0.02448921
6.167243,-2.668172,1.527348,0.01329414,-0.02448921
6.167243,1.983825,-1.935287,0.01329414,-0.02448921
6.167243,-0.8075175,-0.714674,0.01329414,-0.02448921
6.167243,-2.864693,-1.784669,0.01469353,-0.02169044
6.167243,2.939911,-2.476507,0.01469353,-0.02169044
6.167243,-2.628032,-2.30705,0.01469353,-0.02169044
6.167243,1.878287,2.819352,0.01469353,-0.02169044
6.167243,-0.4120064,2.918939,0.03148612,-0.02099075
6.167243,-2.380593,-1.144837,0.03568427,-0.02099075
6.167243,-0.8630543,-1.295421,0.03568427,-0.02099075
6.167243,0.6097088,-2.372339,0.03568427,-0.02099075
6.167243,-0.8963952,0.4351311,0.04617964,-0.02099075
6.167243,-0.324388,1.502201,0.04617964,-0.02099075
6.167243,-0.6705303,0.1799402,0.04617964,-0.02099075
6.167243,-2.248325,1.29593,0.05037779,-0.02099075
6.167243,0.1010494,1.860708,0.05037779,-0.02099075
6.167243,-0.2450886,1.4801,0.05037779,-0.02099075
6.167243,0.2662578,-0.5410171,0.05037779,-0.02099075
6.167243,0.9039365,1.129673,0.05037779,-0.02099075
6.167243,-2.016277,1.688653,0.05037779,-0.02099075
6.167243,0.9046174,2.363093,0.05037779,-0.02099075
6.167243,-0.8019171,-0.2373495,0.05037779,-0.02099075
6.167243,0.9067897,-2.553526,0.05037779,-0.02099075
6.167243,-0.8080354,-1.36358,0.002798767,-0.01329414
6.167243,2.204599,-0.1877341,1.16E-10,-0.01329414
6.167243,2.36376,0.689815,1.16E-10,-0.01329414
6.167243,-2.770885,1.856704,1.16E-10,-0.01329414
6.167243,1.587065,-0.1887197,1.16E-10,-0.01329414
6.167243,-0.1551528,-2.038181,1.16E-10,-0.01329414
6.167243,-0.8863711,-1.490119,1.16E-10,-0.01329414
6.167243,0.327013,0.2698221,1.16E-10,-0.01329414
6.167243,-0.7963276,0.5214591,1.16E-10,-0.01329414
6.167243,0.002493858,-1.327327,1.16E-10,-0.01329414
6.167243,-1.786707,1.744519,1.16E-10,-0.01329414
6.167243,1.236384,-1.236162,1.16E-10,-0.01329414
6.167243,1.188374,1.33692,0.00069969,-0.01119507
2.455079,-1.346737,-1.148491,0.01959137,-0.01259445
2.455079,-0.04490614,-0.8069839,0.03428489,-0.02239013
2.455079,0.9339987,1.760952,0.01049538,-0.01189476
2.455079,0.8287427,-0.2386727,0.0167926,-0.006996921
2.455079,0.2624269,-0.3403735,0.01259445,0
2.455079,0.9172214,0.2451115,0.01329414,-0.004897844
2.455079,-1.420866,0.9934815,0.01819199,0.004897843
2.455079,-0.04479885,0.8373541,0.02588859,-0.005597536
2.455079,-0.2254076,1.947862,0.04058211,-0.002099076
2.455079,0.8622457,-0.08894444,0.02378952,-0.002099076
2.455079,0.9247162,0.02699137,0.000699693,-0.002099076
2.455079,-0.8984561,-0.900794,0.000699693,-0.002099076
2.455079,0.1048603,0.8969722,0.05527563,-0.02448921
2.455079,-0.8845254,-0.943146,0.05527563,-0.02448921
2.455079,0.9897271,-0.9660929,0.05527563,-0.02448921
2.455079,1.569392,0.3659616,0.05527563,-0.02448921
2.455079,-1.024787,-0.4719467,0.03638396,-0.009095995
2.455079,-0.1876192,-1.89519,0.07206823,-0.0167926
2.455079,-0.9241664,0.2405396,0.05387625,-0.01469353
2.455079,0.7168546,1.673842,0.04268119,-0.01259445
2.455079,-1.402111,-1.351944,0.02378952,-0.002798769
2.455079,-0.07706928,1.016526,0.04268119,-0.02029106
2.455079,1.655082,-1.017831,0.00699692,-0.002099078
2.455079,0.3217416,1.579386,0.05247687,-0.01609291
2.455079,-0.3390737,1.625208,0.05457594,-0.0167926
2.455079,-1.307444,0.980108,0.04338088,0.000699689
2.455079,1.10638,-1.767422,0.0419815,0.002099073
2.455079,0.2905831,-0.08933163,0.03638396,-0.01259445
2.455079,-1.25958,-0.3268199,0.03288551,-0.01329415
2.455079,0.8615721,-1.087246,0.02099075,-0.009095997
2.455079,-1.282156,-0.1032591,0.03918273,-0.004198154
2.455079,-0.7867389,-0.05850172,0.03918273,-0.004198154
2.455079,1.608728,0.8299412,0.03288551,-0.004198154
2.455079,-0.3999233,-1.462078,0.05597533,-0.01119507
2.455079,-1.203191,1.448501,0.05317656,0.003498459
2.455079,-0.9994804,0.3408656,0.05247687,0.003498459
0.4863279,-0.2372913,0.2373227,0.03848304,0.02448921
0.4863279,0.4030601,-0.1805533,0.03848304,0.02448921
0.4863279,0.2404047,0.2088921,0.01539322,0.01889168
0.4863279,-0.1741297,-0.2631974,0.001399382,0.03078643
0.4863279,-0.1513515,-0.2732055,0.03638396,0.03638396
0.4863279,-0.1884244,-0.2136259,0.05107749,0.01049538
0.4863279,0.2992551,0.2047338,0.05107749,0.01049538
0.4863279,-0.2593799,0.1744484,0.02938705,0.0251889
0.4863279,0.1787629,-0.2169389,0.02588859,0.01189476
0.4863279,0.1888159,0.379145,0.04338088,0.01189476
0.4863279,0.179485,-0.1829798,0.01049537,0.009795686
0.4863279,-0.2070504,0.0367403,0.03498458,0.01399384
