Depth Of Objectoin,Left Eye Rotation, Right Eye Rotation, Left Eye Rotational Correction, Right Eye Rotational Correctoin
3.411757, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.1, 347.0)
3.417279, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.1, 347.2)
3.456008, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.1, 347.9)
3.487169, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.1, 348.2)
3.556723, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.0, 348.9)
3.594529, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.0, 349.3)
3.6894, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.0, 350.1)
3.753334, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.1, -1.0, 350.4)
3.917664, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -1.0, 351.3)
4.011546, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.9, 351.7)
4.223979, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.9, 352.4)
4.340106, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.9, 352.8)
4.588048, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.8, 353.5)
4.724546, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.8, 353.8)
4.994538, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.8, 354.7)
5.147473, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.7, 355.2)
5.515557, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.7, 356.2)
5.757629, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.7, 356.7)
6.428035, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.6, 357.9)
6.834214, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.5, 358.5)
7.959914, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.5, 359.6)
8.677435, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 359.9)
10.12037, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.3)
10.81179, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 0.6)
11.34388, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 0.7)
10.81239, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 0.3)
10.41381, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.3, 360.0)
10.16949, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 360.0)
10.03345, (10.9, 14.5, 0.0), (10.9, 14.5, 0.0), (0.0, 0.0, 0.0), (0.0, -0.4, 0.2)
